case_id,activity,timestamp,resource,lifecycle
2,A.2.1 - Validate Address,2024-01-01T08:30:25,Validator,start
2,A.2.2 - Validate Zip Code,2024-01-01T08:30:26,Validator,start
2,A.2.1 - Validate Address,2024-01-01T08:30:29,Validator,complete
2,A.2.2 - Validate Zip Code,2024-01-01T08:30:31,Validator,complete
2,A.2 - Advanced Validation,2024-01-01T08:30:34,Validator,complete
2,B - Fraud Checks,2024-01-01T08:30:37,FraudOrchestrator,start
2,B.1 - Run Fraud Engine,2024-01-01T08:30:38,FraudSystem,start
2,B.1 - Run Fraud Engine,2024-01-01T08:30:40,FraudSystem,complete
2,B.2 - Fraud Notification Call (Case 2),2024-01-01T08:30:43,AsyncNotifier,start
2,B.2 - Fraud Notification Call (Case 2),2024-01-01T08:30:44,AsyncNotifier,complete
2,B.3 - Parallel Checks,2024-01-01T08:30:46,FraudSystem,start
2,B.3.1 - Check Geolocation,2024-01-01T08:30:47,GeoSystem,start
2,B.3.2 - Check Transaction History,2024-01-01T08:30:48,HistorySystem,start
2,B.3.1 - Check Geolocation,2024-01-01T08:30:52,GeoSystem,complete
2,B.3.2 - Check Transaction History,2024-01-01T08:30:53,HistorySystem,complete
2,B.3 - Parallel Checks,2024-01-01T08:30:56,FraudSystem,complete
2,B - Fraud Checks,2024-01-01T08:31:00,FraudOrchestrator,complete
2,C - Fund Authorization,2024-01-01T08:31:04,FinanceSystem,start
2,C.1 - Bank API Call (Case 2),2024-01-01T08:31:08,BankSystem,start
2,C.1 - Bank API Call (Case 2),2024-01-01T08:31:12,BankSystem,complete
2,C.2 - Receive Bank Response,2024-01-01T08:31:15,BankSystem,start
2,C.2 - Receive Bank Response,2024-01-01T08:31:17,BankSystem,complete
2,C - Fund Authorization,2024-01-01T08:31:21,FinanceSystem,complete
2,D - Charge Card,2024-01-01T08:31:22,ChargeSystem,start
2,D.1 - Charge Request (Case 2),2024-01-01T08:31:23,ChargeSystem,start
2,D.1 - Charge Request (Case 2),2024-01-01T08:31:26,ChargeSystem,complete
2,D.2 - Receive Charge Response,2024-01-01T08:31:30,ChargeSystem,start
2,D.2 - Receive Charge Response,2024-01-01T08:31:32,ChargeSystem,complete
2,D.3 - Handle Charge Error,2024-01-01T08:31:34,ErrorHandler,start
2,D.3 - Handle Charge Error,2024-01-01T08:31:35,ErrorHandler,complete
2,D.1 - Charge Request Retry (Case 2),2024-01-01T08:31:38,ChargeSystem,start
2,D.1 - Charge Request Retry (Case 2),2024-01-01T08:31:40,ChargeSystem,complete
2,D.2 - Receive Charge Response Retry,2024-01-01T08:31:44,ChargeSystem,start
2,D.2 - Receive Charge Response Retry,2024-01-01T08:31:47,ChargeSystem,complete
2,D - Charge Card,2024-01-01T08:31:49,ChargeSystem,complete
2,E - Notification & Reconciliation,2024-01-01T08:31:53,Orchestrator,start
2,E.1 - Customer Notification (Case 2),2024-01-01T08:31:56,Notifier,start
2,E.1 - Customer Notification (Case 2),2024-01-01T08:31:59,Notifier,complete
2,E.2 - Merchant Notification (Case 2),2024-01-01T08:32:03,Notifier,start
2,E.2 - Merchant Notification (Case 2),2024-01-01T08:32:04,Notifier,complete
2,E.3 - Update Ledger,2024-01-01T08:32:05,LedgerSystem,start
2,E.3.1 - Insert Transaction Record,2024-01-01T08:32:06,LedgerSystem,start
2,E.3.1 - Insert Transaction Record,2024-01-01T08:32:10,LedgerSystem,complete
2,E.3.2 - Close Ledger Entry,2024-01-01T08:32:11,LedgerSystem,start
2,E.3.2 - Close Ledger Entry,2024-01-01T08:32:12,LedgerSystem,complete
2,E.3 - Update Ledger,2024-01-01T08:32:13,LedgerSystem,complete
2,E.4 - Reconcile Batch,2024-01-01T08:32:16,BatchSystem,start
2,E.4.1 - Aggregate Transactions,2024-01-01T08:32:17,BatchSystem,start
2,E.4.2 - Generate Batch Report,2024-01-01T08:32:18,ReportSystem,start
2,E.4.1 - Aggregate Transactions,2024-01-01T08:32:21,BatchSystem,complete
2,E.4.2 - Generate Batch Report,2024-01-01T08:32:23,ReportSystem,complete
2,E.4 - Reconcile Batch,2024-01-01T08:32:26,BatchSystem,complete
2,E - Notification & Reconciliation,2024-01-01T08:32:29,Orchestrator,complete
3,A - Validate Payment,2024-01-01T08:45:00,Orchestrator,start
3,A - Validate Payment,2024-01-01T08:45:03,Orchestrator,complete
3,A.1 - Basic Validation,2024-01-01T08:45:06,Validator,start
3,A.1.1 - Check Card Number,2024-01-01T08:45:08,Validator,start
3,A.1.1 - Check Card Number,2024-01-01T08:45:11,Validator,complete
3,A.1.2 - Check Expiry,2024-01-01T08:45:13,Validator,start
3,A.1.2 - Check Expiry,2024-01-01T08:45:15,Validator,complete
3,A.1.3 - Check CVV,2024-01-01T08:45:16,Validator,start
3,A.1.3 - Check CVV,2024-01-01T08:45:20,Validator,complete
3,A.1 - Basic Validation,2024-01-01T08:45:22,Validator,complete
3,A.2 - Advanced Validation,2024-01-01T08:45:24,Validator,start
3,A.2.1 - Validate Address,2024-01-01T08:45:25,Validator,start
3,A.2.2 - Validate Zip Code,2024-01-01T08:45:26,Validator,start
3,A.2.1 - Validate Address,2024-01-01T08:45:30,Validator,complete
3,A.2.2 - Validate Zip Code,2024-01-01T08:45:34,Validator,complete
3,A.2 - Advanced Validation,2024-01-01T08:45:38,Validator,complete
3,B - Fraud Checks,2024-01-01T08:45:42,FraudOrchestrator,start
3,B.1 - Run Fraud Engine,2024-01-01T08:45:44,FraudSystem,start
3,B.1 - Run Fraud Engine,2024-01-01T08:45:47,FraudSystem,complete
3,B.2 - Fraud Notification Call (Case 3),2024-01-01T08:45:50,AsyncNotifier,start
3,B.2 - Fraud Notification Call (Case 3),2024-01-01T08:45:52,AsyncNotifier,complete
3,B.3 - Parallel Checks,2024-01-01T08:45:54,FraudSystem,start
3,B.3.1 - Check Geolocation,2024-01-01T08:45:55,GeoSystem,start
3,B.3.2 - Check Transaction History,2024-01-01T08:45:56,HistorySystem,start
3,B.3.1 - Check Geolocation,2024-01-01T08:45:57,GeoSystem,complete
3,B.3.2 - Check Transaction History,2024-01-01T08:45:58,HistorySystem,complete
3,B.3 - Parallel Checks,2024-01-01T08:46:02,FraudSystem,complete
3,B - Fraud Checks,2024-01-01T08:46:04,FraudOrchestrator,complete
3,C - Fund Authorization,2024-01-01T08:46:07,FinanceSystem,start
3,C.1 - Bank API Call (Case 3),2024-01-01T08:46:09,BankSystem,start
3,C.1 - Bank API Call (Case 3),2024-01-01T08:46:13,BankSystem,complete
3,C.2 - Receive Bank Response,2024-01-01T08:46:15,BankSystem,start
3,C.2 - Receive Bank Response,2024-01-01T08:46:16,BankSystem,complete
3,C.3 - Request Additional Info,2024-01-01T08:46:17,FinanceSystem,start
3,C.3 - Request Additional Info,2024-01-01T08:46:18,FinanceSystem,complete
3,C.3 - Request Additional Info,2024-01-01T08:46:20,FinanceSystem,start
3,C.3 - Request Additional Info,2024-01-01T08:46:24,FinanceSystem,complete
3,C.3 - Request Additional Info,2024-01-01T08:46:28,FinanceSystem,complete
3,C - Fund Authorization,2024-01-01T08:46:30,FinanceSystem,complete
3,D - Charge Card,2024-01-01T08:46:33,ChargeSystem,start
3,D.1 - Charge Request (Case 3),2024-01-01T08:46:34,ChargeSystem,start
3,D.1 - Charge Request (Case 3),2024-01-01T08:46:37,ChargeSystem,complete
3,D.2 - Receive Charge Response,2024-01-01T08:46:40,ChargeSystem,start
3,D.2 - Receive Charge Response,2024-01-01T08:46:41,ChargeSystem,complete
3,D - Charge Card,2024-01-01T08:46:43,ChargeSystem,complete
3,E - Notification & Reconciliation,2024-01-01T08:46:47,Orchestrator,start
3,E.1 - Customer Notification (Case 3),2024-01-01T08:46:49,Notifier,start
3,E.1 - Customer Notification (Case 3),2024-01-01T08:46:53,Notifier,complete
3,E.2 - Merchant Notification (Case 3),2024-01-01T08:46:57,Notifier,start
3,E.2 - Merchant Notification (Case 3),2024-01-01T08:47:01,Notifier,complete
3,E.3 - Update Ledger,2024-01-01T08:47:05,LedgerSystem,start
3,E.3.1 - Insert Transaction Record,2024-01-01T08:47:09,LedgerSystem,start
3,E.3.1 - Insert Transaction Record,2024-01-01T08:47:11,LedgerSystem,complete
3,E.3.2 - Close Ledger Entry,2024-01-01T08:47:14,LedgerSystem,start
3,E.3.2 - Close Ledger Entry,2024-01-01T08:47:15,LedgerSystem,complete
3,E.3 - Update Ledger,2024-01-01T08:47:17,LedgerSystem,complete
3,E.4 - Reconcile Batch,2024-01-01T08:47:19,BatchSystem,start
3,E.4.1 - Aggregate Transactions,2024-01-01T08:47:20,BatchSystem,start
3,E.4.2 - Generate Batch Report,2024-01-01T08:47:21,ReportSystem,start
3,E.4.1 - Aggregate Transactions,2024-01-01T08:47:24,BatchSystem,complete
3,E.4.2 - Generate Batch Report,2024-01-01T08:47:28,ReportSystem,complete
3,E.4 - Reconcile Batch,2024-01-01T08:47:31,BatchSystem,complete
3,E - Notification & Reconciliation,2024-01-01T08:47:33,Orchestrator,complete
4,A - Validate Payment,2024-01-01T09:00:00,Orchestrator,start
4,A - Validate Payment,2024-01-01T09:00:01,Orchestrator,complete
4,A.1 - Basic Validation,2024-01-01T09:00:02,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:03,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:05,Validator,complete
4,A.1.2 - Check Expiry,2024-01-01T09:00:09,Validator,start
4,A.1.2 - Check Expiry,2024-01-01T09:00:12,Validator,complete
4,A.1.3 - Check CVV,2024-01-01T09:00:16,Validator,start
4,A.1.3 - Check CVV,2024-01-01T09:00:19,Validator,complete
4,A.1.1 - Check Card Number,2024-01-01T09:00:22,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:24,Validator,complete
4,A.1.1 - Check Card Number,2024-01-01T09:00:25,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:26,Validator,complete
4,A.1.1 - Check Card Number,2024-01-01T09:00:28,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:32,Validator,complete
4,A.1.1 - Check Card Number,2024-01-01T09:00:33,Validator,start
4,A.1.1 - Check Card Number,2024-01-01T09:00:37,Validator,complete
4,A.1 - Basic Validation,2024-01-01T09:00:38,Validator,complete
4,A.2 - Advanced Validation,2024-01-01T09:00:41,Validator,start
4,A.2.1 - Validate Address,2024-01-01T09:00:42,Validator,start
4,A.2.2 - Validate Zip Code,2024-01-01T09:00:43,Validator,start
4,A.2.1 - Validate Address,2024-01-01T09:00:46,Validator,complete
4,A.2.2 - Validate Zip Code,2024-01-01T09:00:48,Validator,complete
4,A.2 - Advanced Validation,2024-01-01T09:00:49,Validator,complete
4,B - Fraud Checks,2024-01-01T09:00:50,FraudOrchestrator,start
4,B.1 - Run Fraud Engine,2024-01-01T09:00:51,FraudSystem,start
4,B.1 - Run Fraud Engine,2024-01-01T09:00:55,FraudSystem,complete
4,B.2 - Fraud Notification Call (Case 4),2024-01-01T09:00:58,AsyncNotifier,start
4,B.2 - Fraud Notification Call (Case 4),2024-01-01T09:01:00,AsyncNotifier,complete
4,B.3 - Parallel Checks,2024-01-01T09:01:01,FraudSystem,start
4,B.3.1 - Check Geolocation,2024-01-01T09:01:02,GeoSystem,start
4,B.3.2 - Check Transaction History,2024-01-01T09:01:03,HistorySystem,start
4,B.3.1 - Check Geolocation,2024-01-01T09:01:05,GeoSystem,complete
4,B.3.2 - Check Transaction History,2024-01-01T09:01:07,HistorySystem,complete
4,B.3 - Parallel Checks,2024-01-01T09:01:09,FraudSystem,complete
4,B - Fraud Checks,2024-01-01T09:01:10,FraudOrchestrator,complete
4,C - Fund Authorization,2024-01-01T09:01:14,FinanceSystem,start
4,C.1 - Bank API Call (Case 4),2024-01-01T09:01:18,BankSystem,start
4,C.1 - Bank API Call (Case 4),2024-01-01T09:01:22,BankSystem,complete
4,C.2 - Receive Bank Response,2024-01-01T09:01:23,BankSystem,start
4,C.2 - Receive Bank Response,2024-01-01T09:01:26,BankSystem,complete
4,C - Fund Authorization,2024-01-01T09:01:29,FinanceSystem,complete
4,D - Charge Card,2024-01-01T09:01:30,ChargeSystem,start
4,D.1 - Charge Request (Case 4),2024-01-01T09:01:33,ChargeSystem,start
4,D.1 - Charge Request (Case 4),2024-01-01T09:01:37,ChargeSystem,complete
4,D.2 - Receive Charge Response,2024-01-01T09:01:38,ChargeSystem,start
4,D.2 - Receive Charge Response,2024-01-01T09:01:39,ChargeSystem,complete
4,D - Charge Card,2024-01-01T09:01:40,ChargeSystem,complete
4,E - Notification & Reconciliation,2024-01-01T09:01:44,Orchestrator,start
4,E.1 - Customer Notification (Case 4),2024-01-01T09:01:48,Notifier,start
4,E.1 - Customer Notification (Case 4),2024-01-01T09:01:49,Notifier,complete
4,E.2 - Merchant Notification (Case 4),2024-01-01T09:01:51,Notifier,start
4,E.2 - Merchant Notification (Case 4),2024-01-01T09:01:52,Notifier,complete
4,E.3 - Update Ledger,2024-01-01T09:01:53,LedgerSystem,start
4,E.3.1 - Insert Transaction Record,2024-01-01T09:01:56,LedgerSystem,start
4,E.3.1 - Insert Transaction Record,2024-01-01T09:01:59,LedgerSystem,complete
4,E.3.2 - Close Ledger Entry,2024-01-01T09:02:01,LedgerSystem,start
4,E.3.2 - Close Ledger Entry,2024-01-01T09:02:04,LedgerSystem,complete
4,E.3 - Update Ledger,2024-01-01T09:02:05,LedgerSystem,complete
4,E.4 - Reconcile Batch,2024-01-01T09:02:08,BatchSystem,start
4,E.4.1 - Aggregate Transactions,2024-01-01T09:02:09,BatchSystem,start
4,E.4.2 - Generate Batch Report,2024-01-01T09:02:10,ReportSystem,start
4,E.4.1 - Aggregate Transactions,2024-01-01T09:02:14,BatchSystem,complete
4,E.4.2 - Generate Batch Report,2024-01-01T09:02:17,ReportSystem,complete
4,E.4 - Reconcile Batch,2024-01-01T09:02:20,BatchSystem,complete
4,E - Notification & Reconciliation,2024-01-01T09:02:21,Orchestrator,complete
5,A - Validate Payment,2024-01-01T09:15:00,Orchestrator,start
5,A - Validate Payment,2024-01-01T09:15:02,Orchestrator,complete
5,A.1 - Basic Validation,2024-01-01T09:15:06,Validator,start
5,A.1.1 - Check Card Number,2024-01-01T09:15:09,Validator,start
5,A.1.1 - Check Card Number,2024-01-01T09:15:11,Validator,complete
5,A.1.2 - Check Expiry,2024-01-01T09:15:14,Validator,start
5,A.1.2 - Check Expiry,2024-01-01T09:15:16,Validator,complete
5,A.1.3 - Check CVV,2024-01-01T09:15:18,Validator,start
5,A.1.3 - Check CVV,2024-01-01T09:15:20,Validator,complete
5,A.1 - Basic Validation,2024-01-01T09:15:23,Validator,complete
5,A.2 - Advanced Validation,2024-01-01T09:15:25,Validator,start
5,A.2.1 - Validate Address,2024-01-01T09:15:26,Validator,start
5,A.2.2 - Validate Zip Code,2024-01-01T09:15:27,Validator,start
5,A.2.1 - Validate Address,2024-01-01T09:15:30,Validator,complete
5,A.2.2 - Validate Zip Code,2024-01-01T09:15:31,Validator,complete
5,A.2 - Advanced Validation,2024-01-01T09:15:32,Validator,complete
5,B - Fraud Checks,2024-01-01T09:15:34,FraudOrchestrator,start
5,B.1 - Run Fraud Engine,2024-01-01T09:15:38,FraudSystem,start
5,B.1 - Run Fraud Engine,2024-01-01T09:15:40,FraudSystem,complete
5,B.2 - Fraud Notification Call (Case 5),2024-01-01T09:15:41,AsyncNotifier,start
5,B.2 - Fraud Notification Call (Case 5),2024-01-01T09:15:42,AsyncNotifier,complete
5,B.3 - Parallel Checks,2024-01-01T09:15:46,FraudSystem,start
5,B.3.1 - Check Geolocation,2024-01-01T09:15:47,GeoSystem,start
5,B.3.2 - Check Transaction History,2024-01-01T09:15:48,HistorySystem,start
5,B.3.1 - Check Geolocation,2024-01-01T09:15:52,GeoSystem,complete
5,B.3.2 - Check Transaction History,2024-01-01T09:15:54,HistorySystem,complete
5,B.3 - Parallel Checks,2024-01-01T09:15:55,FraudSystem,complete
5,B - Fraud Checks,2024-01-01T09:15:59,FraudOrchestrator,complete
5,C - Fund Authorization,2024-01-01T09:16:01,FinanceSystem,start
5,C.1 - Bank API Call (Case 5),2024-01-01T09:16:05,BankSystem,start
5,C.1 - Bank API Call (Case 5),2024-01-01T09:16:07,BankSystem,complete
5,C.2 - Receive Bank Response,2024-01-01T09:16:11,BankSystem,start
5,C.2 - Receive Bank Response,2024-01-01T09:16:15,BankSystem,complete
5,C.3 - Request Additional Info,2024-01-01T09:16:17,FinanceSystem,start
5,C.3 - Request Additional Info,2024-01-01T09:16:21,FinanceSystem,complete
5,C.3 - Request Additional Info,2024-01-01T09:16:23,FinanceSystem,start
5,C - Fund Authorization,2024-01-01T09:16:26,FinanceSystem,complete
5,D - Charge Card,2024-01-01T09:16:30,ChargeSystem,start
5,D.1 - Charge Request (Case 5),2024-01-01T09:16:33,ChargeSystem,start
5,D.1 - Charge Request (Case 5),2024-01-01T09:16:37,ChargeSystem,complete
5,D.2 - Receive Charge Response,2024-01-01T09:16:38,ChargeSystem,start
5,D.2 - Receive Charge Response,2024-01-01T09:16:42,ChargeSystem,complete
5,D - Charge Card,2024-01-01T09:16:45,ChargeSystem,complete
5,E - Notification & Reconciliation,2024-01-01T09:16:49,Orchestrator,start
5,E.1 - Customer Notification (Case 5),2024-01-01T09:16:52,Notifier,start
5,E.1 - Customer Notification (Case 5),2024-01-01T09:16:53,Notifier,complete
5,E.2 - Merchant Notification (Case 5),2024-01-01T09:16:56,Notifier,start
5,E.2 - Merchant Notification (Case 5),2024-01-01T09:16:57,Notifier,complete
5,E.3 - Update Ledger,2024-01-01T09:16:58,LedgerSystem,start
5,E.3.1 - Insert Transaction Record,2024-01-01T09:16:59,LedgerSystem,start
5,E.3.1 - Insert Transaction Record,2024-01-01T09:17:03,LedgerSystem,complete
5,E.3.2 - Close Ledger Entry,2024-01-01T09:17:05,LedgerSystem,start
5,E.3.2 - Close Ledger Entry,2024-01-01T09:17:09,LedgerSystem,complete
5,E.3 - Update Ledger,2024-01-01T09:17:11,LedgerSystem,complete
5,E.4 - Reconcile Batch,2024-01-01T09:17:15,BatchSystem,start
5,E.4.1 - Aggregate Transactions,2024-01-01T09:17:16,BatchSystem,start
5,E.4.2 - Generate Batch Report,2024-01-01T09:17:17,ReportSystem,start
5,E.4.1 - Aggregate Transactions,2024-01-01T09:17:21,BatchSystem,complete
5,E.4.2 - Generate Batch Report,2024-01-01T09:17:25,ReportSystem,complete
5,E.4 - Reconcile Batch,2024-01-01T09:17:29,BatchSystem,complete
5,E - Notification & Reconciliation,2024-01-01T09:17:33,Orchestrator,complete
6,A - Validate Payment,2024-01-01T09:30:00,Orchestrator,start
6,A - Validate Payment,2024-01-01T09:30:03,Orchestrator,complete
6,A.1 - Basic Validation,2024-01-01T09:30:06,Validator,start
6,A.1.1 - Check Card Number,2024-01-01T09:30:09,Validator,start
6,A.1.1 - Check Card Number,2024-01-01T09:30:10,Validator,complete
6,A.1.2 - Check Expiry,2024-01-01T09:30:13,Validator,start
6,A.1.2 - Check Expiry,2024-01-01T09:30:15,Validator,complete
6,A.1.3 - Check CVV,2024-01-01T09:30:17,Validator,start
6,A.1.3 - Check CVV,2024-01-01T09:30:20,Validator,complete
6,A.1 - Basic Validation,2024-01-01T09:30:22,Validator,complete
6,A.2 - Advanced Validation,2024-01-01T09:30:25,Validator,start
6,A.2.1 - Validate Address,2024-01-01T09:30:26,Validator,start
6,A.2.2 - Validate Zip Code,2024-01-01T09:30:27,Validator,start
6,A.2.1 - Validate Address,2024-01-01T09:30:31,Validator,complete
6,A.2.2 - Validate Zip Code,2024-01-01T09:30:34,Validator,complete
6,A.2 - Advanced Validation,2024-01-01T09:30:35,Validator,complete
6,B - Fraud Checks,2024-01-01T09:30:39,FraudOrchestrator,start
6,B.1 - Run Fraud Engine,2024-01-01T09:30:42,FraudSystem,start
6,B.1 - Run Fraud Engine,2024-01-01T09:30:43,FraudSystem,complete
6,B.2 - Fraud Notification Call (Case 6),2024-01-01T09:30:47,AsyncNotifier,start
6,B.2 - Fraud Notification Call (Case 6),2024-01-01T09:30:50,AsyncNotifier,complete
6,B.3 - Parallel Checks,2024-01-01T09:30:54,FraudSystem,start
6,B.3.1 - Check Geolocation,2024-01-01T09:30:55,GeoSystem,start
6,B.3.2 - Check Transaction History,2024-01-01T09:30:56,HistorySystem,start
6,B.3.1 - Check Geolocation,2024-01-01T09:30:57,GeoSystem,complete
6,B.3.2 - Check Transaction History,2024-01-01T09:31:01,HistorySystem,complete
6,B.3 - Parallel Checks,2024-01-01T09:31:04,FraudSystem,complete
6,B - Fraud Checks,2024-01-01T09:31:06,FraudOrchestrator,complete
6,C - Fund Authorization,2024-01-01T09:31:07,FinanceSystem,start
6,C.1 - Bank API Call (Case 6),2024-01-01T09:31:09,BankSystem,start
6,C.1 - Bank API Call (Case 6),2024-01-01T09:31:13,BankSystem,complete
6,C.2 - Receive Bank Response,2024-01-01T09:31:17,BankSystem,start
6,C.2 - Receive Bank Response,2024-01-01T09:31:20,BankSystem,complete
6,C - Fund Authorization,2024-01-01T09:31:24,FinanceSystem,complete
6,D - Charge Card,2024-01-01T09:31:26,ChargeSystem,start
6,D.1 - Charge Request (Case 6),2024-01-01T09:31:27,ChargeSystem,start
6,D.1 - Charge Request (Case 6),2024-01-01T09:31:29,ChargeSystem,complete
6,D.2 - Receive Charge Response,2024-01-01T09:31:31,ChargeSystem,start
6,D.2 - Receive Charge Response,2024-01-01T09:31:32,ChargeSystem,complete
6,D.3 - Handle Charge Error,2024-01-01T09:31:36,ErrorHandler,start
6,D.3 - Handle Charge Error,2024-01-01T09:31:37,ErrorHandler,complete
6,D.1 - Charge Request Retry (Case 6),2024-01-01T09:31:41,ChargeSystem,start
6,D.1 - Charge Request Retry (Case 6),2024-01-01T09:31:42,ChargeSystem,complete
6,D.2 - Receive Charge Response Retry,2024-01-01T09:31:46,ChargeSystem,start
6,D.2 - Receive Charge Response Retry,2024-01-01T09:31:50,ChargeSystem,complete
6,D - Charge Card,2024-01-01T09:31:52,ChargeSystem,complete
6,E - Notification & Reconciliation,2024-01-01T09:31:56,Orchestrator,start
6,E.1 - Customer Notification (Case 6),2024-01-01T09:31:58,Notifier,start
6,E.1 - Customer Notification (Case 6),2024-01-01T09:32:02,Notifier,complete
6,E.2 - Merchant Notification (Case 6),2024-01-01T09:32:04,Notifier,start
6,E.2 - Merchant Notification (Case 6),2024-01-01T09:32:07,Notifier,complete
6,E.3 - Update Ledger,2024-01-01T09:32:09,LedgerSystem,start
6,E.3.1 - Insert Transaction Record,2024-01-01T09:32:12,LedgerSystem,start
